titulo,subtitulo,descricao,temas,data,ano_mes,ano,mes,hora,turno,n_temas,tamanho_texto,n_palavras_titulo,n_relacionadas,url
Mais de 6 mil estudantes-atletas participam da etapa estadual dos Jogos Escolares de Minas Gerais ,"Considerado o maior evento esportivo-social do país, Jemg terá 1,2 mil jogos até domingo (6/8)","A abertura da etapa estadual dos Jogos Escolares de Minas Gerais (Jemg) movimenta o município de Uberaba, no Triângulo Mineiro, desde a noite de...","['Social', 'Esportes', 'Educação']",2023-08-03 16:00:00-03:00,2023-08,2023,8,16,Tarde,3,741,15,4,https://www.agenciaminas.mg.gov.br/noticia/mais-de-6-mil-estudantes-atletas-participam-da-etapa-estadual-dos-jogos-escolares-de-minas-gerais
"Etapa Estadual do Jemg reúne 6,4 mil estudantes-atletas em Minas","Sediada em Uberaba pelo segundo ano consecutivo, fase estadual tem estudantes-atletas classificados nas etapas regionais, representando mais de 270 municípios","Lizi Ferraz Cerca de 6,4 mil estudantes-atletas, nascidos entre 2009 e 2011 (módulo 1) e 2006 e 2008 (módulo 2), participam...",['Esportes'],2023-08-02 12:45:00-03:00,2023-08,2023,8,12,Tarde,1,299,10,4,https://www.agenciaminas.mg.gov.br/noticia/etapa-estadual-do-jemg-reune-6-4-mil-estudantes-atletas-em-minas
Sedese realiza Fórum de Temáticas Esportivas em Juiz de Fora ,Encontro reuniu 36 municípios da região para discutir o desenvolvimento de políticas públicas na área,"O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social (Sedese-MG), realizou, entre os dias 25 e 26/7, mais uma edição do...",['Esportes'],2023-07-27 16:30:00-03:00,2023-07,2023,7,16,Tarde,1,498,10,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-realiza-forum-de-tematicas-esportivas-em-juiz-de-fora
Bolsa Atleta e Bolsa Técnico estão com inscrições abertas,Interessados no programa tem até o dia 18/8 para se inscreverem,Instagram / Reprodução O programa Bolsa Atleta e Bolsa Técnico tem edital publicado pela Secretaria de Estado de...,"['Social', 'Esportes']",2023-07-25 07:00:00-03:00,2023-07,2023,7,7,Manhã,2,744,9,4,https://www.agenciaminas.mg.gov.br/noticia/bolsa-atleta-e-bolsa-tecnico-estao-com-inscricoes-abertas
Esportes: governo publica edital para seleção de entidade sem fins lucrativos atuar em Minas  ,"Programa estadual incentiva prática de atividades físicas, esportes e lazer, com foco educacional, de desenvolvimento e inclusão social","O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) e ação da Subsecretaria de Esportes...",['Esportes'],2023-07-24 17:30:00-03:00,2023-07,2023,7,17,Tarde,1,516,14,4,https://www.agenciaminas.mg.gov.br/noticia/esportes-governo-publica-edital-para-selecao-de-entidade-sem-fins-lucrativos-atuar-em-minas
Governo apresenta balanço e perspectivas em seminário sobre Lei Estadual de Incentivo ao Esporte,Evento realizado pela Sedese na Cidade Administrativa de Minas Gerais está disponível no canal do YouTube da secretaria,"O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) e Subsecretaria de Esportes (Subesp),...",['Esportes'],2023-07-21 17:45:00-03:00,2023-07,2023,7,17,Tarde,1,526,14,4,https://www.agenciaminas.mg.gov.br/noticia/governo-apresenta-balanco-e-perspectivas-em-seminario-sobre-lei-estadual-de-incentivo-ao-esporte
"Fórum de Temáticas Esportivas, em Juiz de Fora, está com inscrições abertas",Quinta edição do evento será realizada nos dias 25 e 26/7 para 58 municípios da Diretoria Regional de Juiz de Fora,"Estão abertas, até 20/7, as inscrições para o Fórum de Temáticas Esportivas (Forte) de Juiz de Fora. Os interessados devem clicar aqui e seguir as...","['Social', 'Esportes']",2023-07-17 11:35:00-03:00,2023-07,2023,7,11,Manhã,2,251,12,4,https://www.agenciaminas.mg.gov.br/noticia/forum-de-tematicas-esportivas-em-juiz-de-fora-esta-com-inscricoes-abertas
Etapa Regional do Jemg chega ao fim com a participação de 650 escolas,"Evento reuniu estudantes-atletas de todo o estado na disputa por vagas na etapa estadual, que será realizada entre os dias 1º e 6/8","A etapa regional dos Jogos Escolares de Minas Gerais 2023 (Jemg) chegou ao fim e contou com estudantes, entre 12 e 17 anos, classificados das...","['Esportes', 'Educação']",2023-07-10 17:25:00-03:00,2023-07,2023,7,17,Tarde,2,482,13,4,https://www.agenciaminas.mg.gov.br/noticia/etapa-regional-do-jemg-chega-ao-fim-com-a-participacao-de-650-escolas
Prorrogado prazo para envio do Caderno de Encargos do Jimi para 12/7 ,Documento serve de base para escolha das oito cidades-sedes da etapa microrregional da competição escolar,"A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG), por meio da Subsecretaria de Esportes (Subesp), prorrogou para 12/7 o...","['Social', 'Esportes']",2023-07-06 08:30:00-03:00,2023-07,2023,7,8,Manhã,2,352,12,4,https://www.agenciaminas.mg.gov.br/noticia/prorrogado-prazo-para-envio-do-caderno-de-encargos-do-jimi-para-12-7
Mineirinho é palco da decisão do Campeonato Mineiro Masculino de Vôlei e de exibição da equipe de basquete Harlem Globetrotters,"Com apoio do Governo do Estado, ginásio recebe grandes eventos e reafirma posto de casa do esporte em Minas","O Estádio Jornalista Felippe Drummond, o Mineirinho, se prepara para receber grandes eventos esportivos em outubro. Nesta sexta-feira (10/10) e...","['Turismo', 'Esportes']",2025-10-09 15:10:00-03:00,2025-10,2025,10,15,Tarde,2,601,20,4,https://www.agenciaminas.mg.gov.br/noticia/mineirinho-e-palco-da-decisao-do-campeonato-mineiro-masculino-de-volei-e-de-exibicao-da-equipe-de-basquete-harlem-globetrotters
Sedese lança edital para realização do Jimi Paradesporto em 2024 e 2025,Organizações da sociedade civil podem enviar propostas entre 3/7 e 3/8,"Sedese-MG / Divulgação A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG), por meio da...","['Social', 'Esportes']",2023-06-29 17:50:00-03:00,2023-06,2023,6,17,Tarde,2,392,12,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-lanca-edital-para-realizacao-do-jimi-paradesporto-em-2024-e-2025
"Cemig destina R$ 7,5 milhões para projetos esportivos em Minas Gerais","Montante é referente aos cinco primeiros meses de 2023; somados aos números dos últimos quatro anos, recursos destinados pela empresa para as práticas esportivas no estado chegam a quase R$ 25 milhões",Cemig / Divulgação Com o objetivo de fortalecer e ampliar as diferentes ações voltadas para a prática do esporte em Minas...,"['Infraestrutura', 'Social', 'Esportes']",2023-06-29 16:25:00-03:00,2023-06,2023,6,16,Tarde,3,622,11,4,https://www.agenciaminas.mg.gov.br/noticia/cemig-destina-r-7-5-milhoes-para-projetos-esportivos-em-minas-gerais
Secretaria de Desenvolvimento Social destaca políticas para mulheres em edição do Assembleia Fiscaliza ,Secretária Elizabeth Jucá passa por sabatina com deputados e expõe realizações da pasta,"Um dia cheio no Auditório José Alencar da Assembleia Legislativa de Minas Gerais (ALMG). Nesta quinta-feira (22/6), a edição do Assembleia...","['Social', 'Esportes', 'Direitos Humanos', 'Trabalho']",2023-06-22 18:05:00-03:00,2023-06,2023,6,18,Noite,4,962,13,4,https://www.agenciaminas.mg.gov.br/noticia/secretaria-de-desenvolvimento-social-destaca-politicas-para-mulheres-em-edicao-do-assembleia-fiscaliza
Uberaba receberá etapa estadual do Jemg 2023,"Pelo segundo ano consecutivo, cidade do Triângulo Mineiro reunirá cerca de 4 mil estudantes-atletas, entre os dias 1 e 6/8","O Governo de Minas anunciou, nessa quarta-feira (21/6), a cidade de Uberaba, no Triângulo Mineiro, como sede da etapa estadual dos Jogos Escolares...","['Social', 'Esportes']",2023-06-22 13:50:00-03:00,2023-06,2023,6,13,Tarde,2,363,7,4,https://www.agenciaminas.mg.gov.br/noticia/uberaba-recebera-etapa-estadual-do-jemg-2023
Inscrições para edição do Fórum de Temáticas Esportivas de São João del-Rei terminam em 22/6,Terceira edição do Fórum de Temáticas Esportivas será realizada entre os dias 27 e 28/6,Sedese / Divulgação As inscrições para participação da terceira edição do Fórum de Temáticas Esportivas (Forte) terminam na...,['Esportes'],2023-06-20 10:35:00-03:00,2023-06,2023,6,10,Manhã,1,252,15,4,https://www.agenciaminas.mg.gov.br/noticia/inscricoes-para-edicao-do-forum-de-tematicas-esportivas-de-sao-joao-del-rei-terminam-em-22-6
Subsecretaria de Esportes do Estado divulga Caderno de Encargos do Jimi 2023,Documento serve de base para escolha das oito cidades-sedes da etapa Microrregional,"Sedese / Divulgação A Subsecretaria de Esportes (Subesp), da Secretaria de Estado de Desenvolvimento Social de Minas Gerais...",['Esportes'],2023-06-15 16:45:00-03:00,2023-06,2023,6,16,Tarde,1,313,12,4,https://www.agenciaminas.mg.gov.br/noticia/subsecretaria-de-esportes-do-estado-divulga-caderno-de-encargos-do-jimi-2023
Etapa Estadual do Jemg Paralímpico é realizada nesta semana em Ipatinga,Mais de 450 estudantes-atletas participam da competição que tem disputas em seis modalidade paralímpicas,"O município de Ipatinga, no Vale do Aço, recebe nesta semana a etapa estadual dos Jogos Escolares de Minas Gerais (Jemg) Paralímpico. A competição...","['Social', 'Esportes']",2023-06-14 17:30:00-03:00,2023-06,2023,6,17,Tarde,2,451,11,4,https://www.agenciaminas.mg.gov.br/noticia/etapa-estadual-do-jemg-paralimpico-e-realizada-nesta-semana-em-ipatinga
Prorrogado prazo para envio de proposta do edital Núcleo de Fomento ao Paradesporto ,Documentos para participar do programa esportivo devem ser enviados até o dia 18/6,"O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social (Sedese-MG), prorrogou cronograma com prazos para envio e seleção de...","['Social', 'Esportes']",2023-06-13 12:35:00-03:00,2023-06,2023,6,12,Tarde,2,310,13,4,https://www.agenciaminas.mg.gov.br/noticia/prorrogado-prazo-para-envio-de-proposta-do-edital-nucleo-de-fomento-ao-paradesporto
Paratleta mineira é convocada para mundial em Paris ,Izabela Campos recebe apoio do Programa Bolsa Atleta e vai competir em duas modalidades no evento teste de olho nas Paralimpíadas de 2024,"A paratleta de Belo Horizonte Izabela Campos, de 42 anos, foi convocada pelo Comitê Paralímpico Brasileiro (CPB) para defender o país no Mundial de...","['Social', 'Esportes']",2023-06-13 12:00:00-03:00,2023-06,2023,6,12,Tarde,2,652,8,4,https://www.agenciaminas.mg.gov.br/noticia/paratleta-mineira-e-convocada-para-mundial-em-paris
Desenvolvimento Social: grupo avança em propostas e projetos estruturantes,"Reunião técnica também mobiliza especialistas em eixos como Políticas para as Mulheres, Direitos Humanos, Esportes, Desenvolvimento Humano e Habitação",A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) coordenou Grupo de Trabalho (GT) do 8º Encontro do Consórcio de...,"['Social', 'Trabalho', 'Esportes']",2023-06-03 07:30:00-03:00,2023-06,2023,6,7,Manhã,3,806,9,4,https://www.agenciaminas.mg.gov.br/noticia/desenvolvimento-social-grupo-avanca-em-propostas-e-projetos-estruturantes
Governo de Minas recebe delegações dos Jogos Escolares Brasileiros 2025 em Uberlândia,Estudantes-atletas de todo o Brasil desembarcaram em Minas para a competição que ocorre durante o mês de outubro,"O governador Romeu Zema deu as boas-vindas, nesta segunda-feira (6/10), às delegações dos 26 estados e do Distrito Federal que vão disputar os...","['Social', 'Esportes', 'Educação', 'Governador']",2025-10-06 18:55:00-03:00,2025-10,2025,10,18,Noite,4,846,12,4,https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-recebe-delegacoes-dos-jogos-escolares-brasileiros-2025-em-uberlandia
Contemplados pelos programas “Bolsa Atleta” e “Bolsa Técnico” são convocados para Mundial de Natação Paralímpica ,Dez bolsistas atendidos pelos programas da Secretaria de Desenvolvimento Social representam Minas e o Brasil em competição no Reino Unido,Fábio Antunes / Divulgação Oito paratletas e dois técnicos mineiros beneficiados pelos programas “Bolsa Atleta” e “Bolsa...,"['Social', 'Esportes']",2023-06-02 14:20:00-03:00,2023-06,2023,6,14,Tarde,2,443,15,4,https://www.agenciaminas.mg.gov.br/noticia/contemplados-pelos-programas-bolsa-atleta-e-bolsa-tecnico-sao-convocados-para-mundial-de-natacao-paralimpica
Jogos Escolares de Minas Gerais chegam a Itabirito com mais de 520 atletas-estudantes ,"Etapa microrregional reúne competidores de Mariana, Ouro Preto, Acaiaca e Diogo de Vasconcelos, além da cidade-sede","Os Jogos Escolares de Minas Gerais (Jemg),  maior competição estudantil do país, continuam a movimentar o estado. Nessa terça-feira (23/5), a...","['Esportes', 'Educação']",2023-05-24 16:50:00-03:00,2023-05,2023,5,16,Tarde,2,392,13,4,https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-chegam-a-itabirito-com-mais-de-520-atletas-estudantes
Estado esclarece Lei de Incentivo ao Esporte durante palestra em João Monlevade ,Empresas e entidades da cidade e região puderam se familiarizar com o mecanismo de apoio esportivo,"A Subsecretaria de Esportes (Subesp), da Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG), marcou presença no evento Viva...","['Social', 'Esportes']",2023-05-23 17:25:00-03:00,2023-05,2023,5,17,Tarde,2,427,12,4,https://www.agenciaminas.mg.gov.br/noticia/estado-esclarece-lei-de-incentivo-ao-esporte-durante-palestra-em-joao-monlevade
Fórum de Temáticas Esportivas aponta prioridades do esporte em Governador Valadares,Segunda edição do evento aconteceu nessa semana e reuniu 13 municípios do Vale do Rio Doce,Sedese / Divulgação A Diretoria Regional (DR) de Governador Valadares recebeu a segunda edição do Fórum de Temáticas...,"['Social', 'Esportes']",2023-05-18 18:00:00-03:00,2023-05,2023,5,18,Noite,2,553,11,4,https://www.agenciaminas.mg.gov.br/noticia/forum-de-tematicas-esportivas-aponta-prioridades-do-esporte-em-governador-valadares
Estudantes mineiros iniciam etapa microrregional dos jogos escolares 2023,"Com mais de 800 municípios inscritos, competição contará com a participação de alunos de 12 a 17 anos de escolas públicas e particulares de Minas","Teve início nesta semana a etapa microrregional dos Jogos Escolares de Minas Gerais, nas 52 sedes regionais da competição, com a participação de...","['Social', 'Esportes', 'Educação']",2023-05-16 12:30:00-03:00,2023-05,2023,5,12,Tarde,3,646,9,4,https://www.agenciaminas.mg.gov.br/noticia/estudantes-mineiros-iniciam-etapa-microrregional-dos-jogos-escolares-2023
Governo dá início à etapa microrregional dos Jogos Escolares Estaduais de Minas Gerais,Total de 810 municípios se inscreveram para participar da edição 2023,"O Governo de Minas, por meio da Secretaria de Desenvolvimento Social (Sedese -MG), dá início aos Jogos Escolares de Minas Gerais (Jemg) 2023 nesta...","['Social', 'Esportes', 'Educação']",2023-05-15 17:55:00-03:00,2023-05,2023,5,17,Tarde,3,286,13,4,https://www.agenciaminas.mg.gov.br/noticia/governo-da-inicio-a-etapa-microrregional-dos-jogos-escolares-estaduais-de-minas-gerais
Participantes do projeto social apoiado pela Cemig recebem uniformes para a prática do futsal e do vôlei,Solenidade de entrega dos kits para o projeto Todos pelo Esporte ocorreu nesta semana em duas cidades da Região Metropolitana de Belo Horizonte (RMBH),"Crianças e adolescentes de Santa Luzia e de Betim, cidades da Região Metropolitana de Belo Horizonte (RMBH), que participam gratuitamente das aulas...","['Social', 'Esportes']",2023-05-12 08:00:00-03:00,2023-05,2023,5,8,Manhã,2,660,17,4,https://www.agenciaminas.mg.gov.br/noticia/participantes-do-projeto-social-apoiado-pela-cemig-recebem-uniformes-para-a-pratica-do-futsal-e-do-volei
Assistência social e esportes são os destaques da Sedese no 38º Congresso Mineiro de Municípios ,"CadÚnico, Bolsa Família e políticas públicas voltadas para o esporte são os temas principais das palestras",A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) marcou presença nos dois dias de realização do 38º Congresso Mineiro...,"['Social', 'Esportes']",2023-05-11 17:45:00-03:00,2023-05,2023,5,17,Tarde,2,816,15,4,https://www.agenciaminas.mg.gov.br/noticia/assistencia-social-e-esportes-sao-os-destaques-da-sedese-no-38-congresso-mineiro-de-municipios
Sedese publica edital do Programa Núcleos de Fomento ao Paradesporto,Instituições interessadas podem fazer inscrição até 11/6,A Secretaria de Estado de Desenvolvimento Social (Sedese-MG) acaba de publicar o Edital 01/2023 do programa Núcleos de Fomento ao...,"['Social', 'Esportes']",2023-05-11 16:40:00-03:00,2023-05,2023,5,16,Tarde,2,299,10,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-publica-edital-do-programa-nucleos-de-fomento-ao-paradesporto
Governo convoca mais 25 municípios para Programa Geração Esporte ,Cidades listadas no cadastro reserva do edital devem apresentar documentação exigida em até dez dias corridos,"O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) e da Subsecretaria de Esportes (Subesp),...","['Social', 'Esportes']",2023-05-09 12:15:00-03:00,2023-05,2023,5,12,Tarde,2,374,9,4,https://www.agenciaminas.mg.gov.br/noticia/governo-convoca-mais-25-municipios-para-programa-geracao-esporte
Minas Gerais acelera rumo à Copa do Mundo Feminina 2027 com foco em legado social e esportivo,"Encontro entre órgãos federais, estaduais e municipais alinha estratégias de segurança, infraestrutura e o fortalecimento do futebol feminino no estado","Minas Gerais deu mais um passo na preparação para receber a Copa do Mundo Feminina FIFA 2027. Nessa segunda-feira (11/5), o estádio Mineirão, em...","['Esportes', 'Social', 'Governo']",2026-05-12 11:45:00-03:00,2026-05,2026,5,11,Manhã,3,605,17,4,https://www.agenciaminas.mg.gov.br/noticia/minas-gerais-acelera-rumo-a-copa-do-mundo-feminina-2027-com-foco-em-legado-social-e-esportivo
Governo do Estado inaugura Centro Mineiro de Esportes Urbanos,"Espaço vai funcionar como centro de treinamento do programa Minas Urbano e deve atender, gratuitamente, 1,6 mil crianças e adolescentes até 2026","O Governo de Minas, por meio da Secretaria de Estado de Desenvolvimento Social (Sedese) e da Companhia de Desenvolvimento de Minas Gerais...","['Social', 'Governo', 'Governador', 'Esportes']",2025-10-06 11:55:00-03:00,2025-10,2025,10,11,Manhã,4,751,9,4,https://www.agenciaminas.mg.gov.br/noticia/governo-do-estado-inaugura-centro-mineiro-de-esportes-urbanos
Fórum de Temáticas Esportivas terá segunda edição em Governador Valadares,Representantes dos 70 municípios que compõem a Diretoria Regional têm até 12/5 para confirmarem participação,Sedese / Reprodução A Diretoria Regional da Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) de...,['Esportes'],2023-05-05 16:55:00-03:00,2023-05,2023,5,16,Tarde,1,475,10,4,https://www.agenciaminas.mg.gov.br/noticia/forum-de-tematicas-esportivas-tera-segunda-edicao-em-governador-valadares
Rede Minas e Inconfidência transmitem Tupi e Varginha no sábado (6/5),"Partida válida pelo Módulo II do Campeonato Mineiro será disputada em Juiz de Fora, na Zona da Mata; emissoras de rádio também transmitem partidas do Brasileirão","Montagem / Agência Minas* As emissoras públicas mineiras entram em campo, neste fim de semana, transmitindo os jogos dos...",['Esportes'],2023-05-04 10:55:00-03:00,2023-05,2023,5,10,Manhã,1,506,11,4,https://www.agenciaminas.mg.gov.br/noticia/rede-minas-e-inconfidencia-transmitem-tupi-e-varginha-no-sabado-6-5
"Cruzeiro e Minas Arena assinam acordo mediado pelo Governo de Minas, e clube voltará a jogar no Mineirão",Documento foi assinado na tarde desta sexta-feira (28/4) e será ponto de partida para novo contrato,"O acordo comercial entre a Minas Arena e o Cruzeiro foi selado em reunião realizada na tarde desta sexta-feira (28/4), com mediação do Governo de...",['Esportes'],2023-04-28 18:25:00-03:00,2023-04,2023,4,18,Noite,1,463,18,4,https://www.agenciaminas.mg.gov.br/noticia/cruzeiro-e-minas-arena-assinam-acordo-mediado-pelo-governo-de-minas-e-clube-voltara-a-jogar-no-mineirao
Rede Minas e Inconfidência irão transmitir jogos do Campeonato Mineiro Módulo II em parceria inédita com a Federação Mineira de Futebol  ,Emissora pública mineira exibirá os confrontos da divisão de acesso estadual a partir deste sábado (29/4),"“Rede Minas, a casa do futebol do interior”. É com esse slogan que a Rede Minas passa a transmitir, em TV aberta, os jogos do Campeonato Mineiro do...","['Esportes', 'Cultura']",2023-04-28 11:00:00-03:00,2023-04,2023,4,11,Manhã,2,542,21,4,https://www.agenciaminas.mg.gov.br/noticia/rede-minas-e-inconfidencia-irao-transmitir-jogos-do-campeonato-mineiro-modulo-ii-em-parceria-inedita-com-a-federacao-mineira-de-futebol
Atletas mineiros que participaram dos Jogos Escolares de Minas Gerais têm destaque nacional e internacional,"Com suporte de professores de educação física, estudantes do estado irão representar suas escolas e municípios no Jemg e em competições internacionais",Alunos de escolas de Minas Gerais estão se destacando no esporte no cenário nacional e internacional. Por meio dos Jogos Escolares de Minas Gerais...,"['Esportes', 'Educação']",2023-04-25 16:00:00-03:00,2023-04,2023,4,16,Tarde,2,1165,15,4,https://www.agenciaminas.mg.gov.br/noticia/atletas-mineiros-que-participaram-dos-jogos-escolares-de-minas-gerais-tem-destaque-nacional-e-internacional
Entendimentos sobre calendário de jogos no Mineirão avançam com mediação do Estado,"Datas oficiais para partidas de 2023 foram apresentadas em reunião do Comitê de Cultura, Esporte e Lazer, com presença da Minas Arena, Cruzeiro e representantes do poder legislativo estadual","Seinfra / Divulgação O calendário de jogos de futebol no Estádio Mineirão para o ano de 2023 foi apresentado, na tarde desta...","['Infraestrutura', 'Governo', 'Esportes']",2023-04-20 18:32:00-03:00,2023-04,2023,4,18,Noite,3,486,12,4,https://www.agenciaminas.mg.gov.br/noticia/entendimentos-sobre-calendario-de-jogos-no-mineirao-avancam-com-mediacao-do-estado
Jogos Escolares de Minas Gerais têm 95% de adesão dos municípios mineiros,"Ao todo, 810 cidades se inscreveram para competição esportiva escolar; expectativa é que 40 mil alunos participem do Jemg","A tradição e a força dos Jogos Escolares de Minas Gerais (Jemg) estão de volta. Desta vez, 810 municípios se inscreveram para a edição 2023, número...","['Social', 'Esportes']",2023-04-20 12:05:00-03:00,2023-04,2023,4,12,Tarde,2,346,12,4,https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-tem-95-de-adesao-dos-municipios-mineiros
Jovens do Programa Fica Vivo! recebem visita de jogadores do sub-20 do Atlético Mineiro ,"Encontro foi realizado no Campo do Rio Verde, em Santa Luzia, com adolescentes da oficina de futebol. Houve conversas, aquecimento e disputas entre as equipes","Um clima de descontração e alegria tomou conta da tarde de terça-feira (18/4) do Campo do Rio Verde, no Palmital, município de Santa Luzia, situado...","['Social', 'Esportes', 'Segurança']",2023-04-19 12:10:00-03:00,2023-04,2023,4,12,Tarde,3,543,14,4,https://www.agenciaminas.mg.gov.br/noticia/jovens-do-programa-fica-vivo-recebem-visita-de-jogadores-do-sub-20-do-atletico-mineiro
Governo vai contemplar 556 municípios com ICMS Esportivo ,Estado teve recordes em número de projetos de incentivo ao esporte aprovados e de conselhos municipais esportivos em atividade,O esporte tem batido um bolão em Minas Gerais. Prova vem de dois recordes históricos em relação ao Imposto sobre Circulação de Mercadorias e...,"['Social', 'Esportes']",2023-04-18 15:50:00-03:00,2023-04,2023,4,15,Tarde,2,366,8,4,https://www.agenciaminas.mg.gov.br/noticia/governo-vai-contemplar-556-municipios-com-icms-esportivo
PMMG lança cartilha com dicas voltadas à segurança nas escolas,Iniciativa integra operação preventiva lançada pelo Governo de Minas que amplia rede de proteção e o combate à violência nas unidades de ensino,A Polícia Militar de Minas Gerais (PMMG) iniciou a semana com o lançamento de cartilha com dicas de segurança voltadas ao ambiente...,"['Esportes', 'Segurança']",2023-04-18 12:20:00-03:00,2023-04,2023,4,12,Tarde,2,610,10,4,https://www.agenciaminas.mg.gov.br/noticia/pmmg-lanca-cartilha-com-dicas-voltadas-a-seguranca-nas-escolas
Rede Minas transmite Campeonato Mineiro de Vôlei feminino e masculino,Exibição dos duelos na multiprogramação da emissora pública começa nesta quinta-feira (2/10),"Os quatro canais da Rede Minas vão estar ligados no vôlei. Até o dia 12/10, o público confere as partidas do Campeonato Mineiro de Vôlei feminino e...","['Esportes', 'Cultura']",2025-10-02 17:25:00-03:00,2025-10,2025,10,17,Tarde,2,376,10,4,https://www.agenciaminas.mg.gov.br/noticia/rede-minas-transmite-campeonato-mineiro-de-volei-feminino-e-masculino
Definido o calendário da etapa microrregional do Jemg nas cidades-sede,"Evento será realizado entre os dias 15 de maio e 18 de junho, em municípios de seis regiões de Minas",A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) divulgou o calendário das cinco semanas dos Jogos Escolares de Minas...,"['Social', 'Esportes', 'Educação']",2023-04-17 11:40:00-03:00,2023-04,2023,4,11,Manhã,3,225,10,4,https://www.agenciaminas.mg.gov.br/noticia/definido-o-calendario-da-etapa-microrregional-do-jemg-nas-cidades-sede
Governo promove fóruns temáticos para fortalecer política pública esportiva no estado,Primeira edição está com inscrições abertas até 14/4 e pretende reunir representantes dos 54 municípios da Regional Metropolitana,"A primeira edição do Fórum de Temáticas Esportivas (Forte), promovido pela Secretaria de Estado de Desenvolvimento Social de Minas Gerais...","['Social', 'Esportes']",2023-04-05 12:45:00-03:00,2023-04,2023,4,12,Tarde,2,614,11,4,https://www.agenciaminas.mg.gov.br/noticia/governo-promove-foruns-tematicos-para-fortalecer-politica-publica-esportiva-no-estado
Abertas inscrições para sediar etapa estadual do Jemg,Municípios mineiros interessados podem pleitear o recebimento das competições até 18/4,Tiago Ciccarini / Divulgação Documento publicado nesta segunda-feira (20/3) orienta gestores municipais a requerer o...,"['Social', 'Esportes']",2023-03-20 18:25:00-03:00,2023-03,2023,3,18,Noite,2,398,8,4,https://www.agenciaminas.mg.gov.br/noticia/abertas-inscricoes-para-sediar-etapa-estadual-do-jemg
Edição de 2023 do Jimi Paradesporto será disputada em Juiz de Fora,"Pelo segundo ano seguido, município da Zona da Mata apresenta melhores condições para receber os Jogos do Interior de Minas Gerais, disputados por pessoas com deficiência","A edição de 2023 dos Jogos do Interior de Minas Gerais (Jimi) Paradesporto será disputada entre os dias 6 e 8/10, em Juiz de Fora. A escolha pela...","['Social', 'Esportes']",2023-03-20 12:15:00-03:00,2023-03,2023,3,12,Tarde,2,526,12,4,https://www.agenciaminas.mg.gov.br/noticia/edicao-de-2023-do-jimi-paradesporto-sera-disputada-em-juiz-de-fora
Governo ressalta apoio ao esporte feminino no mês das mulheres,"Projetos de lei de incentivo buscam beneficiar tanto atletas com pretensão profissional quanto amadoras, jovens e até com 60 anos","No mês de celebração do Dia Internacional da Mulher, a Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG) ressalta...","['Social', 'Esportes']",2023-03-16 18:15:00-03:00,2023-03,2023,3,18,Noite,2,889,10,4,https://www.agenciaminas.mg.gov.br/noticia/governo-ressalta-apoio-ao-esporte-feminino-no-mes-das-mulheres
Número de municípios habilitados no ICMS Esportivo bate novo recorde em Minas,Sedese divulga lista definitiva com 556 cidades que comprovaram funcionamento dos Conselhos Municipais de Esportes,"A Secretaria de Estado de Desenvolvimento Social de Minas Gerais (Sedese-MG), por meio da Subsecretaria de Esportes (Subesp), divulgou, nesta...","['Social', 'Esportes']",2023-03-16 16:15:00-03:00,2023-03,2023,3,16,Tarde,2,360,12,4,https://www.agenciaminas.mg.gov.br/noticia/numero-de-municipios-habilitados-no-icms-esportivo-bate-novo-recorde-em-minas
Ex-aluna da rede estadual de ensino é convocada para a Seleção Brasileira de Futebol de Salão,Daniele Barbosa Cardoso participou do JEMG está na Argentina disputando a edição 2023 do Mundial de Futsal Feminino,"Arquivo pessoal / Daniele Barbosa Cardoso Ser mulher é, muitas vezes, um grande desafio. Mulheres encontram, historicamente,...","['Esportes', 'Educação']",2023-03-10 17:10:00-03:00,2023-03,2023,3,17,Tarde,2,750,16,4,https://www.agenciaminas.mg.gov.br/noticia/ex-aluna-da-rede-estadual-de-ensino-e-convocada-para-a-selecao-brasileira-de-futebol-de-salao
