url,titulo,subtitulo,descricao,temas,data,descricao_limpo,descricao_sem_stopwords
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-participa-de-premiacao-em-etapa-do-jemg-no-sul-do-estado,Governo de Minas participa de premiação em etapa do Jemg no Sul do estado,"Jogos Escolares de Minas Gerais voltaram a registrar adesão recorde neste ano, com a participação dos 853 municípios mineiros","  O governador de Minas Gerais, Mateus Simões, participou, nesse sábado (23/5), da cerimônia de encerramento e premiação da etapa...","['Social', 'Esportes', 'Governador']",2026-05-24 11:20:00-03:00,o governador de minas gerais mateus simoes participou nesse sabado 23 5 da cerimonia de encerramento e premiacao da etapa,governador minas gerais mateus simoes participou nesse sabado 23 5 cerimonia encerramento premiacao etapa
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-inaugura-nova-quadra-poliesportiva-em-escola-estadual-de-teofilo-otoni,Governo de Minas inaugura nova quadra poliesportiva em escola estadual de Teófilo Otoni,"Investimento de R$ 1,4 milhão amplia infraestrutura da Escola Estadual Ione Lewick Cunha Melo e garante novo espaço para atividades esportivas e pedagógicas","O governador de Minas Gerais, Mateus Simões, inaugurou, nesta quarta-feira (20/5), a nova quadra poliesportiva da Escola Estadual Ione Lewick Cunha...","['Educação', 'Governo', 'Governador', 'Esportes']",2026-05-20 18:30:00-03:00,o governador de minas gerais mateus simoes inaugurou nesta quarta feira 20 5 a nova quadra poliesportiva da escola estadual ione lewick cunha,governador minas gerais mateus simoes inaugurou nesta quarta feira 20 5 nova quadra poliesportiva escola estadual ione lewick cunha
https://www.agenciaminas.mg.gov.br/noticia/premio-do-esporte-mineiro-chega-a-9-edicao-e-celebra-destaques-esportivos-em-minas-gerais,Prêmio do Esporte Mineiro chega à 9ª edição e celebra destaques esportivos em Minas Gerais,"Com mais de 651 mil votos na votação popular, vencedores serão conhecidos em cerimônia com transmissão ao vivo pela Rede Minas","O Prêmio do Esporte Mineiro (PEM) chega à sua 9ª edição em 2025 reafirmando seu papel como instrumento de valorização, reconhecimento e...","['Social', 'Esportes']",2025-12-18 14:30:00-03:00,o premio do esporte mineiro pem chega a sua 9a edicao em 2025 reafirmando seu papel como instrumento de valorizacao reconhecimento e,premio esporte mineiro pem chega 9a edicao 2025 reafirmando papel instrumento valorizacao reconhecimento
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-distribui-kits-esportivos-para-municipios-e-impulsiona-desenvolvimento-social,Governo de Minas distribui kits esportivos para municípios e impulsiona desenvolvimento social,"Ao todo, mais de R$ 3,5 milhões já foram investidos na compra e entrega do material para cidades de todo o estado","Prefeitos e vice-prefeitos das cidades de Bom Jesus do Amparo, Chapada do Norte, Pimenta, Pains, São Lourenço e Machado receberam, nesta...",['Esportes'],2024-07-03 17:00:00-03:00,prefeitos e vice prefeitos das cidades de bom jesus do amparo chapada do norte pimenta pains sao lourenco e machado receberam nesta,prefeitos vice prefeitos cidades bom jesus amparo chapada norte pimenta pains lourenco machado receberam nesta
https://www.agenciaminas.mg.gov.br/noticia/times-de-comunidades-terapeuticas-fazem-historia-na-final-do-campeonato-mineiro-no-independencia,"Times de Comunidades Terapêuticas fazem história na final do Campeonato Mineiro, no Independência","Estrutura profissional, realização e alegria marcaram o fim do campeonato, que encerra programação da Semana Estadual de Prevenção às Drogas em Minas","O time de futebol Cerdad, de Santa Luzia, é o campeão do I Campeonato Mineiro de Futebol das Comunidades Terapêuticas, disputado nesta sexta-feira...","['Social', 'Esportes', 'Segurança']",2024-06-28 18:30:00-03:00,o time de futebol cerdad de santa luzia e o campeao do i campeonato mineiro de futebol das comunidades terapeuticas disputado nesta sexta feira,time futebol cerdad santa luzia campeao i campeonato mineiro futebol comunidades terapeuticas disputado nesta sexta feira
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-investe-em-infraestrutura-urbana-no-extremo-norte-do-estado,Governo de Minas investe em infraestrutura urbana no extremo Norte do estado,Calçamento de ruas e nova quadra poliesportiva foram entregues à população da cidade de Mamonas,"O governador Romeu Zema participou, nesta quinta-feira (27/6), em Mamonas no Norte de Minas, da solenidade de entrega da quadra poliesportiva e de...","['Infraestrutura', 'Esportes', 'Governo', 'Governador', 'Educação']",2024-06-27 16:15:00-03:00,o governador romeu zema participou nesta quinta feira 27 6 em mamonas no norte de minas da solenidade de entrega da quadra poliesportiva e de,governador romeu zema participou nesta quinta feira 27 6 mamonas norte minas solenidade entrega quadra poliesportiva
https://www.agenciaminas.mg.gov.br/noticia/avancos-ineditos-em-politicas-de-desenvolvimento-social-sao-destaques-da-sedese-no-assembleia-fiscaliza,Avanços inéditos em políticas de desenvolvimento social são destaques da Sedese no Assembleia Fiscaliza,"Prestação de contas a deputados focou em realizações desenvolvidas pela Pasta, além do anúncio da proposta de aumento do Piso Mineiro de Assistência Social",O Governo de Minas avança em políticas públicas que garantem a mais pessoas em vulnerabilidade social direitos fundamentais. O resultado foi...,"['Social', 'Esportes', 'Direitos Humanos']",2024-06-26 20:05:00-03:00,o governo de minas avanca em politicas publicas que garantem a mais pessoas em vulnerabilidade social direitos fundamentais o resultado foi,governo minas avanca politicas publicas garantem pessoas vulnerabilidade social direitos fundamentais resultado
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-divulga-primeiro-mascote-dos-jogos-escolares-de-minas-gerais,Governo de Minas divulga primeiro mascote dos Jogos Escolares de Minas Gerais,Golden Retriever venceu concurso de votação popular para selecionar símbolo dos valores da competição,"O primeiro mascote dos Jogos Escolares de Minas Gerais (Jemg), escolhido por votação popular, foi revelado. Organizado pela Secretaria de Estado de...","['Esportes', 'Educação']",2024-06-24 17:30:00-03:00,o primeiro mascote dos jogos escolares de minas gerais jemg escolhido por votacao popular foi revelado organizado pela secretaria de estado de,primeiro mascote jogos escolares minas gerais jemg escolhido votacao popular revelado organizado secretaria estado
https://www.agenciaminas.mg.gov.br/noticia/mineirao-completa-500-jogos-pos-reforma-nesta-quarta-feira-19-6,Mineirão completa 500 jogos pós-reforma nesta quarta-feira (19/6),"Administrado por meio de Parceria Público-Privada (PPP), estádio em Belo Horizonte recebeu melhorias e dobrou público das partidas","Um dos espaços mais simbólicos do futebol brasileiro, o Mineirão, completa, nesta quarta-feira (19/6), 500 jogos desde sua reforma para a Copa do...","['Infraestrutura', 'Esportes', 'Turismo', 'Cultura']",2024-06-19 17:10:00-03:00,um dos espacos mais simbolicos do futebol brasileiro o mineirao completa nesta quarta feira 19 6 500 jogos desde sua reforma para a copa do,espacos simbolicos futebol brasileiro mineirao completa nesta quarta feira 19 6 500 jogos desde reforma copa
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-entrega-melhorias-na-saude-e-acesso-aos-esportes-para-populacao-do-sul-de-minas,Governo de Minas entrega melhorias na saúde e acesso aos esportes para população do Sul de Minas,Governador vistoriou obras que beneficiam moradores de Brazópolis e São José do Alegre,"O Governo de Minas está melhorando o acesso à saúde, educação e esporte para a população da região Sul do estado. Ao todo, já foram investidos mais...","['Saúde', 'Governo', 'Esportes', 'Desenvolvimento Econômico', 'Governador']",2024-06-13 18:50:00-03:00,o governo de minas esta melhorando o acesso a saude educacao e esporte para a populacao da regiao sul do estado ao todo ja foram investidos mais,governo minas melhorando acesso saude educacao esporte populacao regiao sul estado todo investidos
https://www.agenciaminas.mg.gov.br/noticia/etapa-microrregional-do-jemg-reune-mais-de-50-mil-jovens-talentos-do-esporte-mineiro,Etapa microrregional do Jemg reúne mais de 50 mil jovens talentos do esporte mineiro,"Estudantes-atletas se preparam para etapa regional, que começa na próxima segunda-feira","Os Jogos Escolares de Minas Gerais (Jemg) se destacam como importante competição esportivo-escolar em nível nacional. A etapa microrregional,...","['Social', 'Esportes']",2024-06-07 17:05:00-03:00,os jogos escolares de minas gerais jemg se destacam como importante competicao esportivo escolar em nivel nacional a etapa microrregional,jogos escolares minas gerais jemg destacam importante competicao esportivo escolar nivel nacional etapa microrregional
https://www.agenciaminas.mg.gov.br/noticia/fale-agora-nos-estadios-governo-de-minas-qualifica-times-de-futebol-no-combate-a-violencia-contra-mulher,Fale Agora nos estádios: Governo de Minas qualifica times de futebol no combate à violência contra mulher,"Funcionários de estádio, e equipes feminina e de base do masculino passaram por capacitação em Belo Horizonte","Seja em campo, seja nas arquibancadas, o ambiente do futebol pode ser hostil às mulheres, sujeitas a diferentes formas de violência. Para dar um...","['Social', 'Esportes', 'Direitos Humanos']",2024-06-07 09:00:00-03:00,seja em campo seja nas arquibancadas o ambiente do futebol pode ser hostil as mulheres sujeitas a diferentes formas de violencia para dar um,campo arquibancadas ambiente futebol pode hostil mulheres sujeitas diferentes formas violencia dar
https://www.agenciaminas.mg.gov.br/noticia/jimi-futsal-volta-da-competicao-consagra-o-esporte-no-interior-de-minas-gerais,Jimi Futsal: volta da competição consagra o esporte no interior de Minas Gerais,"Etapa estadual, em Ponte Nova, reuniu 28 equipes. Municípios de Pedra Azul e Ouro Preto conquistaram o título","A volta dos Jogos do Interior de Minas (Jimi-Futsal) foi um sucesso e os vencedores da etapa estadual já comemoram. Pelo feminino, Pedra Azul e...","['Social', 'Esportes']",2024-06-03 18:35:00-03:00,a volta dos jogos do interior de minas jimi futsal foi um sucesso e os vencedores da etapa estadual ja comemoram pelo feminino pedra azul e,volta jogos interior minas jimi futsal sucesso vencedores etapa estadual comemoram feminino pedra azul
https://www.agenciaminas.mg.gov.br/noticia/estudantes-de-escola-estadual-de-caratinga-conquistam-medalhas-nos-jogos-sul-americanos-escolares-2025,Estudantes de escola estadual de Caratinga conquistam medalhas nos Jogos Sul-Americanos Escolares 2025,Bianca Medina da Silva e Yago Rosa de Souza se destacam no atletismo e reforçam o protagonismo de Minas Gerais em competição internacional,"Os estudantes Bianca Medina da Silva e Yago Rosa de Souza, da Escola Estadual Venceslau José da Silva, em Caratinga, conquistaram medalhas nos...","['Esportes', 'Educação']",2025-12-17 10:20:00-03:00,os estudantes bianca medina da silva e yago rosa de souza da escola estadual venceslau jose da silva em caratinga conquistaram medalhas nos,estudantes bianca medina silva yago rosa souza escola estadual venceslau jose silva caratinga conquistaram medalhas
https://www.agenciaminas.mg.gov.br/noticia/cemig-finaliza-primeira-edicao-das-olimpiadas-que-transformam-com-ampla-participacao-de-jovens-de-todo-estado,Cemig finaliza primeira edição das Olimpíadas que Transformam com ampla participação de jovens de todo estado,Competição teve fase final em Belo Horizonte e reuniu cerca de 600 mineiros,"A primeira edição das Olimpíadas que Transformam chegou ao fim e marcou a vida de 220 jovens de todas as regiões de Minas Gerais, que participaram...","['Infraestrutura', 'Esportes']",2024-06-03 10:20:00-03:00,a primeira edicao das olimpiadas que transformam chegou ao fim e marcou a vida de 220 jovens de todas as regioes de minas gerais que participaram,primeira edicao olimpiadas transformam chegou fim marcou vida 220 jovens todas regioes minas gerais participaram
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-reunem-mais-de-200-jovens-na-fase-final-em-bh,"Olimpíadas que Transformam, da Cemig, reúnem mais de 200 jovens na fase final em BH",Primeira edição promove intercâmbio entre nove projetos patrocinados pela companhia em Minas Gerais,"Depois de uma intensa maratona de jogos em 14 cidades mineiras, as Olimpíadas que Transformam chegam à fase final, que será realizada no Sesc Venda...","['Social', 'Infraestrutura', 'Esportes']",2024-05-29 12:45:00-03:00,depois de uma intensa maratona de jogos em 14 cidades mineiras as olimpiadas que transformam chegam a fase final que sera realizada no sesc venda,intensa maratona jogos 14 cidades mineiras olimpiadas transformam chegam fase final realizada sesc venda
https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-retoma-a-tradicao-dos-jogos-dos-povos-indigenas,Governo de Minas retoma a tradição dos Jogos dos Povos Indígenas,"Sétima edição do evento esportivo recebe quase mil indígenas, marcando o retorno do evento pela primeira vez desde a pandemia","Os Jogos dos Povos Indígenas de Minas Gerais (JPIMG) desempenham um papel importante na preservação e promoção da cultura, identidade e tradições...","['Social', 'Esportes', 'Educação']",2024-05-21 15:05:00-03:00,os jogos dos povos indigenas de minas gerais jpimg desempenham um papel importante na preservacao e promocao da cultura identidade e tradicoes,jogos povos indigenas minas gerais jpimg desempenham papel importante preservacao promocao cultura identidade tradicoes
https://www.agenciaminas.mg.gov.br/noticia/vinte-e-oito-equipes-municipais-se-classificam-para-a-etapa-estadual-do-jimi-futsal,Vinte e oito equipes municipais se classificam para a Etapa Estadual do Jimi Futsal,"Últimos jogos acontecem no período de 29/5 a 2/6, em Ponte Nova","Entre os dias 30/4 e 5/5, equipes de todas as regiões do estado se enfrentaram pela Etapa Microrregional dos Jogos do Interior de Minas Futsal...","['Social', 'Esportes']",2024-05-06 15:30:00-03:00,entre os dias 30 4 e 5 5 equipes de todas as regioes do estado se enfrentaram pela etapa microrregional dos jogos do interior de minas futsal,dias 30 4 5 5 equipes todas regioes estado enfrentaram etapa microrregional jogos interior minas futsal
https://www.agenciaminas.mg.gov.br/noticia/sete-municipios-sediam-partidas-nesta-edicao-de-retomada-dos-jogos-do-interior-de-minas,Sete municípios sediam partidas nesta edição de retomada dos Jogos do Interior de Minas,Equipes disputam mais de 150 partidas pela Etapa Microrregional do Jimi Futsal entre 30/4 e 5/5,"A Etapa Microrregional dos Jogos do Interior de Minas (Jimi) Futsal teve início na terça-feira (30/4). Até o dia 5/5, equipes masculinas e...","['Social', 'Esportes']",2024-05-02 12:40:00-03:00,a etapa microrregional dos jogos do interior de minas jimi futsal teve inicio na terca feira 30 4 ate o dia 5 5 equipes masculinas e,etapa microrregional jogos interior minas jimi futsal inicio terca feira 30 4 dia 5 5 equipes masculinas
https://www.agenciaminas.mg.gov.br/noticia/minas-promove-capacitacao-de-clubes-de-futebol-para-protocolo-de-enfrentamento-a-violencia-contra-a-mulher,Minas promove capacitação de clubes de futebol para protocolo de enfrentamento à violência contra a mulher ,Fale Agora será apresentado em times femininos e masculinos; tatuagem provisória usada por atletas nas partidas fortalece e multiplica iniciativa,"Em continuidade à propagação e divulgação do Protocolo Fale Agora de enfrentamento à violência contra a mulher, a Secretaria de Estado de...","['Social', 'Esportes']",2024-04-27 12:20:00-03:00,em continuidade a propagacao e divulgacao do protocolo fale agora de enfrentamento a violencia contra a mulher a secretaria de estado de,continuidade propagacao divulgacao protocolo fale agora enfrentamento violencia contra mulher secretaria estado
https://www.agenciaminas.mg.gov.br/noticia/programa-icms-esportivo-bate-recorde-de-apoio-a-projetos-e-iniciativas,Programa ICMS Esportivo bate recorde de apoio a projetos e iniciativas,Municípios habilitados e pontuações referentes estão disponíveis,"O programa ICMS Esportivo, da Secretaria de Estado de Desenvolvimento Social (Sedese-MG), bateu novos recordes no ano-base 2023.  Ao...","['Social', 'Esportes']",2024-04-26 15:35:00-03:00,o programa icms esportivo da secretaria de estado de desenvolvimento social sedese mg bateu novos recordes no ano base 2023 ao,programa icms esportivo secretaria estado desenvolvimento social sedese mg bateu novos recordes ano base 2023
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-chegam-a-semana-final-de-eliminatorias,"Olimpíadas que Transformam, da Cemig, chegam à semana final de eliminatórias",Jovens do projeto “Lutando pela educação” disputam vagas na final de judô,"As Olimpíadas que Transformam, da Cemig, entram em fase decisiva. Depois de mais de um mês de competições em diversas regiões de Minas Gerais, o...","['Infraestrutura', 'Esportes']",2024-04-24 14:30:00-03:00,as olimpiadas que transformam da cemig entram em fase decisiva depois de mais de um mes de competicoes em diversas regioes de minas gerais o,olimpiadas transformam cemig entram fase decisiva mes competicoes diversas regioes minas gerais
https://www.agenciaminas.mg.gov.br/noticia/governador-se-encontra-com-as-campeas-da-superliga-feminina-de-volei,Governador se encontra com as campeãs da Superliga Feminina de Vôlei ,"Chefe do Executivo parabenizou a equipe do Minas Tênis Clube que, pela quinta vez, levantou a principal taça da competição nacional no vôlei feminino","Reconhecendo a importância do esporte mineiro, o governador Romeu Zema se encontrou, na tarde desta terça-feira (23/4), com as jogadoras e a...","['Governo', 'Esportes', 'Governador']",2024-04-23 16:15:00-03:00,reconhecendo a importancia do esporte mineiro o governador romeu zema se encontrou na tarde desta terca feira 23 4 com as jogadoras e a,reconhecendo importancia esporte mineiro governador romeu zema encontrou tarde desta terca feira 23 4 jogadoras
https://www.agenciaminas.mg.gov.br/noticia/governo-promove-concurso-para-eleger-mascote-dos-jogos-escolares-de-minas-gerais-2024-04-22-16-15-00-0300,Governo promove concurso para eleger mascote dos Jogos Escolares de Minas Gerais  ,Estudantes de todas as escolas de ensino fundamental e médio têm a oportunidade de participar; prazo para envio dos desenhos vai até 13/5,O Governo de Minas está empenhado em fortalecer a cultura democrática dentro das escolas e em suas comunidades por meio de iniciativa inovadora:...,"['Social', 'Esportes', 'Educação']",2024-04-22 16:15:00-03:00,o governo de minas esta empenhado em fortalecer a cultura democratica dentro das escolas e em suas comunidades por meio de iniciativa inovadora,governo minas empenhado fortalecer cultura democratica dentro escolas comunidades meio iniciativa inovadora
https://www.agenciaminas.mg.gov.br/noticia/pela-primeira-vez-premio-do-esporte-mineiro-sera-transmitido-na-integra-pela-tv,"Pela primeira vez, Prêmio do Esporte Mineiro será transmitido na íntegra pela TV",Votação popular já está aberta e os mineiros podem escolher os homenageados de 2025,"O Governo de Minas deu início a mais uma edição do Prêmio do Esporte Mineiro (PEM), que este ano traz uma novidade histórica. O prêmio organizado...","['Social', 'Esportes']",2025-12-03 17:30:00-03:00,o governo de minas deu inicio a mais uma edicao do premio do esporte mineiro pem que este ano traz uma novidade historica o premio organizado,governo minas deu inicio edicao premio esporte mineiro pem ano traz novidade historica premio organizado
https://www.agenciaminas.mg.gov.br/noticia/governador-entrega-premio-e-destaca-importancia-de-eventos-vitrine-como-a-copa-do-mundo-de-mountain-bike-em-araxa,"Governador entrega prêmio e destaca importância de eventos vitrine como a Copa do Mundo de Mountain Bike, em Araxá","Chefe do Executivo acompanhou reta final da disputa internacional, que levou milhares de turistas e fãs do ciclismo para a cidade mineira","Encerrando um dia de comemoração e homenagens à Inconfidência Mineira, o governador Romeu Zema participou da reta final e do pódio da Copa do Mundo...","['Turismo', 'Governo', 'Esportes', 'Cultura', 'Governador']",2024-04-21 19:50:00-03:00,encerrando um dia de comemoracao e homenagens a inconfidencia mineira o governador romeu zema participou da reta final e do podio da copa do mundo,encerrando dia comemoracao homenagens inconfidencia mineira governador romeu zema participou reta final podio copa mundo
https://www.agenciaminas.mg.gov.br/noticia/copa-do-mundo-de-mountain-bike-movimenta-a-economia-da-cidade-de-araxa,Copa do Mundo de Mountain Bike movimenta a economia da cidade de Araxá,Campeonato trazido pelo Governo de Minas lota hotéis e aumenta renda da população local,"Buscando sempre o desenvolvimento das cidades e das regiões do estado, o Governo de Minas trouxe para Araxá, no Alto Paranaíba, a Copa do Mundo de...","['Turismo', 'Esportes', 'Desenvolvimento Econômico']",2024-04-20 18:10:00-03:00,buscando sempre o desenvolvimento das cidades e das regioes do estado o governo de minas trouxe para araxa no alto paranaiba a copa do mundo de,buscando sempre desenvolvimento cidades regioes estado governo minas trouxe araxa alto paranaiba copa mundo
https://www.agenciaminas.mg.gov.br/noticia/empenho-do-governo-contribui-para-o-sucesso-no-primeiro-dia-da-copa-do-mundo-de-mountain-bike-em-araxa,Empenho do Governo contribui para o sucesso no primeiro dia da Copa do Mundo de Mountain Bike em Araxá,Competição mundial gera emprego e renda e atrai turistas para o município,"Em mais uma ação do Governo de Minas, de fortalecer e divulgar o turismo do estado para o mundo, Araxá, no Alto Paranaíba, recebeu nesta...","['Turismo', 'Social', 'Esportes', 'Cultura']",2024-04-19 19:10:00-03:00,em mais uma acao do governo de minas de fortalecer e divulgar o turismo do estado para o mundo araxa no alto paranaiba recebeu nesta,acao governo minas fortalecer divulgar turismo estado mundo araxa alto paranaiba recebeu nesta
https://www.agenciaminas.mg.gov.br/noticia/araxa-recebe-segunda-etapa-da-copa-do-mundo-de-mountain-bike-neste-fim-de-semana,Araxá recebe segunda etapa da Copa do Mundo de mountain bike neste fim de semana,Evento realizado pelo Governo de Minas vai contribuir para projetar Araxá e o cicloturismo mineiro internacionalmente,"Em mais uma ação do Governo de Minas para projetar Minas para o mundo, a cidade de Araxá, no Alto Paranaíba, sedia, de sexta a domingo (19 a 21/4),...","['Turismo', 'Social', 'Governo', 'Esportes', 'Cultura']",2024-04-19 14:00:00-03:00,em mais uma acao do governo de minas para projetar minas para o mundo a cidade de araxa no alto paranaiba sedia de sexta a domingo 19 a 21 4,acao governo minas projetar minas mundo cidade araxa alto paranaiba sedia sexta domingo 19 21 4
https://www.agenciaminas.mg.gov.br/noticia/destaque-do-jemg-e-selecionada-para-principal-liga-de-basquete-feminino-do-mundo,Destaque do Jemg é selecionada para principal liga de basquete feminino do mundo,"Kamilla Cardoso, de Montes Claros, foi campeã na liga universitária dos EUA e, agora, vai jogar profissionalmente pelo Chicago Sky","Em 2016, durante os Jogos Escolares de Minas Gerais (Jemg) promovidos pelo Governo de Minas, uma estudante-atleta se destacou nas partidas de...",['Esportes'],2024-04-17 11:30:00-03:00,em 2016 durante os jogos escolares de minas gerais jemg promovidos pelo governo de minas uma estudante atleta se destacou nas partidas de,2016 durante jogos escolares minas gerais jemg promovidos governo minas estudante atleta destacou partidas
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-seletivas-de-futsal-feminino-e-judo-em-bh,"Olimpíadas que Transformam, da Cemig: seletivas de futsal feminino e judô em BH",Competição mobilizará mais de 200 jovens na capital mineira nesta segunda-feira,"Duas seletivas das Olimpíadas que Transformam movimentam Belo Horizonte nos próximos dias. Nesta segunda-feira (15/4), a partir das 14 horas, 120...","['Social', 'Infraestrutura', 'Esportes']",2024-04-15 10:00:00-03:00,duas seletivas das olimpiadas que transformam movimentam belo horizonte nos proximos dias nesta segunda feira 15 4 a partir das 14 horas 120,duas seletivas olimpiadas transformam movimentam belo horizonte proximos dias nesta segunda feira 15 4 partir 14 horas 120
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-terao-etapas-classificatorias-na-zona-da-mata,"Olimpíadas que Transformam, da Cemig, terão etapas classificatórias na Zona da Mata","Eliminatórias ocorrem em Juiz de Fora, Viçosa e Barbacena","Após realizar classificatórias em várias regiões de Minas Gerais, as Olimpíadas que Transformam, da Cemig, chegam à Zona da Mata. A competição, que...","['Infraestrutura', 'Esportes']",2024-04-10 14:50:00-03:00,apos realizar classificatorias em varias regioes de minas gerais as olimpiadas que transformam da cemig chegam a zona da mata a competicao que,apos realizar classificatorias varias regioes minas gerais olimpiadas transformam cemig chegam zona mata competicao
https://www.agenciaminas.mg.gov.br/noticia/vida-ativa-vida-saudavel-minas-gerais-conta-com-397-polos-da-academia-da-saude-para-a-pratica-de-exercicios,"Vida ativa, vida saudável: Minas Gerais conta com 397 polos da Academia da Saúde para a prática de exercícios","Para marcar o Dia Mundial da Atividade Física (6/4) e o Dia Mundial da Saúde (7/4), SES-MG reforça importância da adoção de hábitos para melhorar a qualidade de vida","“Tinha problema no joelho e na coluna, obesidade, aí eu comecei a fazer  ginástica e, com alguns dias, já tinha perdido alguns quilos. Eu achava...","['Saúde', 'Esportes']",2024-04-05 18:55:00-03:00,tinha problema no joelho e na coluna obesidade ai eu comecei a fazer ginastica e com alguns dias ja tinha perdido alguns quilos eu achava,problema joelho coluna obesidade ai comecei fazer ginastica alguns dias perdido alguns quilos achava
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-tem-nova-seletiva-de-taekwondo-em-bh,"Olimpíadas que Transformam, da Cemig, tem nova seletiva de taekwondo em BH",Cerca de 79 jovens vão em busca de uma das oito vagas para as finais do torneio,"As Olimpíadas que Transformam, torneio idealizado pela Cemig e executado pelo Instituto de Formação Esportiva e Social (INFES), terá mais uma...","['Infraestrutura', 'Esportes']",2024-04-05 17:35:00-03:00,as olimpiadas que transformam torneio idealizado pela cemig e executado pelo instituto de formacao esportiva e social infes tera mais uma,olimpiadas transformam torneio idealizado cemig executado instituto formacao esportiva social infes
https://www.agenciaminas.mg.gov.br/noticia/mineirao-apresenta-atualizacoes-de-calendario-em-reuniao-do-comite-de-esporte-cultura-e-lazer,"Mineirão apresenta atualizações de calendário em reunião do Comitê de Esporte, Cultura e Lazer","Concessionária divulgou as datas de jogos e eventos previstos para a temporada, além de nova campanha institucional","A Secretaria de Estado de Infraestrutura, Mobilidade e Parcerias (Seinfra) e a Minas Arena promoveram, nesta sexta-feira (5/4), reunião do Comitê...","['Infraestrutura', 'Esportes']",2024-04-05 17:00:00-03:00,a secretaria de estado de infraestrutura mobilidade e parcerias seinfra e a minas arena promoveram nesta sexta feira 5 4 reuniao do comite,secretaria estado infraestrutura mobilidade parcerias seinfra minas arena promoveram nesta sexta feira 5 4 reuniao comite
https://www.agenciaminas.mg.gov.br/noticia/estudantes-da-rede-estadual-conquistam-o-1-lugar-no-campeonato-mundial-de-jiu-jitsu,Estudantes da rede estadual conquistam o 1º lugar no Campeonato Mundial de Jiu-Jitsu ,"Irmãos Sandra Thauany e Bernardo Castro, da Escola Estadual Carlos Albuquerque, em Montes Claros, se destacam em competição que reuniu atletas nacionais e internacionais","O desempenho dos estudantes da rede estadual mineira continua sendo motivo de orgulho para Minas Gerais. Desta vez, o destaque vem de Montes...","['Esportes', 'Educação']",2025-11-14 12:55:00-03:00,o desempenho dos estudantes da rede estadual mineira continua sendo motivo de orgulho para minas gerais desta vez o destaque vem de montes,desempenho estudantes rede estadual mineira continua sendo motivo orgulho minas gerais desta vez destaque vem montes
https://www.agenciaminas.mg.gov.br/noticia/olimpiadas-que-transformam-da-cemig-terao-duas-classificatorias-em-sao-jose-da-lapa,"Olimpíadas que Transformam, da Cemig, terão duas classificatórias em São José da Lapa",Cerca de cem jovens vão disputar as eliminatórias das modalidades de futsal e handball,"As Olimpíadas que Transformam, torneio idealizado pela Cemig e executado pelo Instituto de Formação Esportiva e Social (INFES), terá a quarta...","['Infraestrutura', 'Esportes']",2024-04-01 14:00:00-03:00,as olimpiadas que transformam torneio idealizado pela cemig e executado pelo instituto de formacao esportiva e social infes tera a quarta,olimpiadas transformam torneio idealizado cemig executado instituto formacao esportiva social infes quarta
https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-comecam-nesta-segunda-feira-com-recorde-de-inscricoes,Jogos Escolares de Minas Gerais começam nesta segunda-feira com recorde de inscrições,Evento reunirá mais de 40 mil estudantes e 98% dos municípios do estado em 2024,"Nesta segunda-feira (1/4), o Governo de Minas dá início ao maior evento esportivo-escolar do Brasil. Os Jogos Escolares de Minas Gerais (Jemg) vão...","['Esportes', 'Educação']",2024-04-01 08:00:00-03:00,nesta segunda feira 1 4 o governo de minas da inicio ao maior evento esportivo escolar do brasil os jogos escolares de minas gerais jemg vao,nesta segunda feira 1 4 governo minas inicio maior evento esportivo escolar brasil jogos escolares minas gerais jemg vao
https://www.agenciaminas.mg.gov.br/noticia/definidos-os-primeiros-classificados-da-rmbh-para-a-fase-final-das-olimpiadas-que-transformam-da-cemig,"Definidos os primeiros classificados da RMBH para a fase final das Olimpíadas que Transformam, da Cemig","Competição reuniu cerca de 180 jovens em duas etapas, realizadas em Belo Horizonte e em Sabará","Ao todo, as Olimpíadas que Transformam vão reunir nove projetos patrocinados pela Cemig em Minas Gerais, com representantes são de Viçosa, Juiz de...","['Infraestrutura', 'Esportes']",2024-03-25 17:40:00-03:00,ao todo as olimpiadas que transformam vao reunir nove projetos patrocinados pela cemig em minas gerais com representantes sao de vicosa juiz de,todo olimpiadas transformam vao reunir nove projetos patrocinados cemig minas gerais representantes vicosa juiz
